timestamp_sec,key,is_word_boundary
1.0157,Key.space,True
2.8067,Key.space,True
4.5087,Key.space,True
5.9882,Key.space,True
7.3418,Key.space,True
8.5737,Key.space,True
10.0970,Key.space,True
11.3906,Key.space,True
12.5570,Key.space,True
13.8568,Key.space,True
