timestamp_sec,key,is_word_boundary
0.9327,h,False
1.1376,f,False
1.1580,s,False
1.1604,d,False
1.3325,j,False
1.5941,a,False
1.9973,Key.space,True
2.4357,h,False
2.6298,h,False
3.3895,Key.space,True
3.7148,k,False
3.9675,d,False
4.1918,h,False
4.4643,a,False
4.5986,k,False
5.0725,Key.space,True
5.4898,y,False
5.8557,j,False
6.0578,k,False
