timestamp_sec,key,is_word_boundary
1.6453,t,False
2.0756,h,False
2.2779,e,False
2.6610,Key.space,True
3.2618,w,False
3.5895,o,False
3.8230,r,False
4.1175,l,False
4.3808,d,False
4.6252,Key.space,True
5.0600,i,False
5.3462,s,False
5.5875,Key.space,True
6.1700,y,False
6.4930,o,False
6.7996,u,False
7.0309,r,False
7.3892,s,False
