timestamp_sec,key,is_word_boundary
0.1862,l,False
0.3637,l,False
0.7288,o,False
1.3651,Key.space,True
2.8877,w,False
3.0697,o,False
3.3682,r,False
3.6814,l,False
4.0707,d,False
4.4085,Key.space,True
5.1934,t,False
5.6039,e,False
5.8516,s,False
6.1538,t,False
6.4017,Key.space,True
6.9647,a,False
7.1266,i,False
