dataset,recording_id,participant_id,event_count,sample_rate,duration_s
Kaggle,kaggle_A_A_54.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_55.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_56.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_57.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_58.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_59.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_6.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_60.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_61.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_62.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_63.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_64.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_65.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_66.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_67.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_68.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_69.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_7.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_70.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_71.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_72.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_73.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_74.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_75.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_76.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_77.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_78.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_79.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_8.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_80.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_81.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_82.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_83.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_84.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_85.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_86.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_87.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_88.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_89.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_9.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_90.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_91.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_92.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_93.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_A_A_94.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_95.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_96.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_97.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_98.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_A_A_99.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_B_B_1.wav,kaggle_participant,1,48000,0.39997916666666666
Kaggle,kaggle_B_B_10.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_B_B_100.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_B_B_101.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_B_B_102.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_B_B_103.wav,kaggle_participant,1,48000,0.4
Kaggle,kaggle_B_B_104.wav,kaggle_participant,1,48000,0.4
